locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCPCFBLM_01063	CDS	1113	spuD_2		COG0687	Putrescine-binding periplasmic protein SpuD
BCPCFBLM_01064	CDS	1119	aguA_2	3.5.3.12	COG2957	Agmatine deiminase
BCPCFBLM_01065	CDS	606	kefF	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
BCPCFBLM_01066	CDS	609				hypothetical protein
BCPCFBLM_01067	CDS	891				hypothetical protein
BCPCFBLM_01068	CDS	351				hypothetical protein
BCPCFBLM_01069	CDS	807	nimR_1			HTH-type transcriptional regulator NimR
BCPCFBLM_01070	CDS	189				hypothetical protein
BCPCFBLM_01071	CDS	909	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
BCPCFBLM_01072	CDS	2040	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
BCPCFBLM_01073	CDS	258				hypothetical protein
BCPCFBLM_01074	CDS	504				hypothetical protein
BCPCFBLM_01075	CDS	783	nimR_2			HTH-type transcriptional regulator NimR
BCPCFBLM_01076	CDS	1512	emrB_2			Colistin resistance protein EmrB
BCPCFBLM_01077	CDS	1152	emrA_2			Colistin resistance protein EmrA
BCPCFBLM_01078	CDS	1449	oprM_3		COG1538	Outer membrane protein OprM
BCPCFBLM_01079	CDS	156				hypothetical protein
BCPCFBLM_01080	CDS	885				hypothetical protein
BCPCFBLM_01081	CDS	798	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
BCPCFBLM_01082	CDS	561	yxaF_2			putative HTH-type transcriptional regulator YxaF
BCPCFBLM_01083	CDS	1773				hypothetical protein
BCPCFBLM_01084	CDS	2577	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
BCPCFBLM_01085	CDS	315				hypothetical protein
BCPCFBLM_01086	CDS	1245				hypothetical protein
BCPCFBLM_01087	CDS	1782	prsD_1			Type I secretion system ATP-binding protein PrsD
BCPCFBLM_01088	CDS	1299	prsE_1			Type I secretion system membrane fusion protein PrsE
BCPCFBLM_01089	CDS	1446	tolC_2		COG1538	Outer membrane protein TolC
BCPCFBLM_01090	CDS	1440	aprA_1	3.4.24.40	COG2931	Serralysin
BCPCFBLM_01091	CDS	396	inh			Proteinase inhibitor
BCPCFBLM_01092	CDS	1626				hypothetical protein
BCPCFBLM_01093	CDS	1005	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
BCPCFBLM_01094	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
BCPCFBLM_01095	CDS	918	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
BCPCFBLM_01096	CDS	1035		4.2.1.77	COG3938	putative trans-3-hydroxy-L-proline dehydratase
BCPCFBLM_01097	CDS	723	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
BCPCFBLM_01098	CDS	645	yecS_2		COG0765	L-cystine transport system permease protein YecS
BCPCFBLM_01099	CDS	666	yecS_3		COG0765	L-cystine transport system permease protein YecS
BCPCFBLM_01100	CDS	1743				hypothetical protein
BCPCFBLM_01101	CDS	822	artI		COG0834	Putative ABC transporter arginine-binding protein 2
BCPCFBLM_01102	CDS	798	rhaS_2			HTH-type transcriptional activator RhaS
BCPCFBLM_01103	CDS	1443	jefA_1			Drug efflux pump JefA
BCPCFBLM_01104	CDS	864				hypothetical protein
BCPCFBLM_01105	CDS	867	hdfR_3			HTH-type transcriptional regulator HdfR
BCPCFBLM_01106	CDS	903				hypothetical protein
BCPCFBLM_01107	CDS	1254	hcnB_1	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
BCPCFBLM_01108	CDS	237	hcnA_1	1.4.99.5	COG0446	Hydrogen cyanide synthase subunit HcnA
BCPCFBLM_01109	CDS	1116	hcnC_1	1.4.99.5		Hydrogen cyanide synthase subunit HcnC
BCPCFBLM_01110	CDS	945		5.1.1.8	COG3938	4-hydroxyproline 2-epimerase
BCPCFBLM_01111	CDS	669	glaR		COG1802	HTH-type transcriptional repressor GlaR
BCPCFBLM_01112	CDS	2061	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
BCPCFBLM_01113	CDS	1839	btuB_2		COG4206	Vitamin B12 transporter BtuB
BCPCFBLM_01114	CDS	612	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
BCPCFBLM_01115	CDS	1308	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
BCPCFBLM_01116	CDS	657	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
BCPCFBLM_01117	CDS	939	cobD		COG1270	Cobalamin biosynthesis protein CobD
BCPCFBLM_01118	CDS	996	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
BCPCFBLM_01119	CDS	1473	cobQ			Cobyric acid synthase
BCPCFBLM_01120	CDS	522	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
BCPCFBLM_01121	CDS	1056	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
BCPCFBLM_01122	CDS	585	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
BCPCFBLM_01123	CDS	738	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
BCPCFBLM_01124	CDS	1506	smvA			Methyl viologen resistance protein SmvA
BCPCFBLM_01125	CDS	561				hypothetical protein
BCPCFBLM_01126	CDS	1821	dmdC_6	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
BCPCFBLM_01127	CDS	414				hypothetical protein
BCPCFBLM_01128	CDS	1200				L-lactate transporter
BCPCFBLM_01129	CDS	555	btuE_1	1.11.1.15		Thioredoxin/glutathione peroxidase BtuE
BCPCFBLM_01130	CDS	1275	fadL		COG2067	Long-chain fatty acid transport protein
BCPCFBLM_01131	CDS	480				hypothetical protein
BCPCFBLM_01132	CDS	594	tetC_1			Transposon Tn10 TetC protein
BCPCFBLM_01133	CDS	840				hypothetical protein
BCPCFBLM_01134	CDS	855	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
BCPCFBLM_01135	CDS	1062				hypothetical protein
BCPCFBLM_01136	CDS	1125	rnd	3.1.13.5	COG0349	Ribonuclease D
BCPCFBLM_01137	CDS	294	ycgL		COG3100	Protein YcgL
BCPCFBLM_01138	CDS	933	ghrA	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
BCPCFBLM_01139	CDS	963	czcD_2		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
BCPCFBLM_01140	CDS	276	rcnR		COG1937	Transcriptional repressor RcnR
BCPCFBLM_01141	CDS	450				hypothetical protein
BCPCFBLM_01142	CDS	528	fecI_3		COG1595	putative RNA polymerase sigma factor FecI
BCPCFBLM_01143	CDS	984	fecR_3		COG3712	Protein FecR
BCPCFBLM_01144	CDS	2556	tdhA		COG1629	TonB-dependent heme receptor A
BCPCFBLM_01145	CDS	540	lepB_1	3.4.21.89	COG0681	Signal peptidase I
BCPCFBLM_01146	CDS	2052	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
BCPCFBLM_01147	CDS	474				hypothetical protein
BCPCFBLM_01148	CDS	462				hypothetical protein
BCPCFBLM_01149	CDS	774	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
BCPCFBLM_01150	CDS	525				hypothetical protein
BCPCFBLM_01151	CDS	861	cysL_1		COG0583	HTH-type transcriptional regulator CysL
BCPCFBLM_01152	CDS	1116	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
BCPCFBLM_01153	CDS	828	phnX_1	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
BCPCFBLM_01154	CDS	912	pgrR_1			HTH-type transcriptional regulator PgrR
BCPCFBLM_01155	CDS	1359	jefA_2			Drug efflux pump JefA
BCPCFBLM_01156	CDS	387				hypothetical protein
BCPCFBLM_01157	CDS	615	betI_2			HTH-type transcriptional regulator BetI
BCPCFBLM_01158	CDS	1542	stp			Multidrug resistance protein Stp
BCPCFBLM_01159	CDS	996	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
BCPCFBLM_01160	CDS	1977	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
BCPCFBLM_01161	CDS	630	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
BCPCFBLM_01162	CDS	336	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
BCPCFBLM_01163	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
BCPCFBLM_01164	CDS	2199	bfrD_1		COG4774	putative TonB-dependent receptor BfrD
BCPCFBLM_01165	CDS	333				hypothetical protein
BCPCFBLM_01166	CDS	513				hypothetical protein
BCPCFBLM_01167	CDS	408	yybH		COG4319	putative protein YybH
BCPCFBLM_01168	CDS	1548	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
BCPCFBLM_01169	CDS	1929				hypothetical protein
BCPCFBLM_01170	CDS	909	pgrR_2			HTH-type transcriptional regulator PgrR
BCPCFBLM_01171	CDS	417				hypothetical protein
BCPCFBLM_01172	CDS	780	actIII_1	1.3.1.-		Putative ketoacyl reductase
BCPCFBLM_01173	CDS	1548				hypothetical protein
BCPCFBLM_01174	CDS	624	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
BCPCFBLM_01175	CDS	207				hypothetical protein
BCPCFBLM_01176	CDS	1113	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
BCPCFBLM_01177	CDS	1326	dctD_2			C4-dicarboxylate transport transcriptional regulatory protein DctD
BCPCFBLM_01178	CDS	1902	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
BCPCFBLM_01179	CDS	1089	ansB	3.5.1.38	COG0252	Glutaminase-asparaginase
BCPCFBLM_01180	CDS	1674	ggt_2	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
BCPCFBLM_01181	CDS	735	glnQ_3			Glutamine transport ATP-binding protein GlnQ
BCPCFBLM_01182	CDS	666	gltK		COG0765	Glutamate/aspartate import permease protein GltK
BCPCFBLM_01183	CDS	747	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
BCPCFBLM_01184	CDS	909	gltI_2		COG0834	Glutamate/aspartate import solute-binding protein
BCPCFBLM_01185	CDS	459				hypothetical protein
BCPCFBLM_01186	CDS	795	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BCPCFBLM_01187	CDS	1590				hypothetical protein
BCPCFBLM_01188	CDS	1566				hypothetical protein
BCPCFBLM_01189	CDS	693				hypothetical protein
BCPCFBLM_01190	CDS	339				hypothetical protein
BCPCFBLM_01191	CDS	351				hypothetical protein
BCPCFBLM_01192	CDS	750				hypothetical protein
BCPCFBLM_01193	CDS	1245				hypothetical protein
BCPCFBLM_01194	CDS	1212				putative transporter
BCPCFBLM_01195	CDS	414				hypothetical protein
BCPCFBLM_01196	CDS	426				hypothetical protein
BCPCFBLM_01197	CDS	270				hypothetical protein
BCPCFBLM_01198	CDS	1107				hypothetical protein
BCPCFBLM_01199	CDS	477				hypothetical protein
BCPCFBLM_01200	CDS	399				hypothetical protein
BCPCFBLM_01201	CDS	600	sutR_1		COG1396	HTH-type transcriptional regulator SutR
BCPCFBLM_01202	CDS	894	rhtA		COG5006	Threonine/homoserine exporter RhtA
BCPCFBLM_01203	CDS	1434	mdtK_1		COG0534	Multidrug resistance protein MdtK
BCPCFBLM_01204	CDS	324				hypothetical protein
BCPCFBLM_01205	CDS	525				hypothetical protein
BCPCFBLM_01206	CDS	843				hypothetical protein
BCPCFBLM_01207	CDS	2442	iutA_1			Ferric aerobactin receptor
BCPCFBLM_01208	CDS	837	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
BCPCFBLM_01209	CDS	645				hypothetical protein
BCPCFBLM_01210	CDS	894	trxB	1.8.1.9	COG0492	Thioredoxin reductase
BCPCFBLM_01211	CDS	474				hypothetical protein
BCPCFBLM_01212	CDS	807	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
BCPCFBLM_01213	CDS	3090	swrC_1		COG0841	Swarming motility protein SwrC
BCPCFBLM_01214	CDS	1116	mdtA_2			Multidrug resistance protein MdtA
BCPCFBLM_01215	CDS	618				hypothetical protein
BCPCFBLM_01216	CDS	198				hypothetical protein
BCPCFBLM_01217	CDS	402				hypothetical protein
BCPCFBLM_01218	CDS	1269	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BCPCFBLM_01219	CDS	507			COG1733	putative HTH-type transcriptional regulator
BCPCFBLM_01220	CDS	1143	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
BCPCFBLM_01221	CDS	1734	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
BCPCFBLM_01222	CDS	534	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
BCPCFBLM_01223	CDS	654				hypothetical protein
BCPCFBLM_01224	CDS	618				hypothetical protein
BCPCFBLM_01225	CDS	363				hypothetical protein
BCPCFBLM_01226	CDS	834				hypothetical protein
BCPCFBLM_01227	CDS	912				hypothetical protein
BCPCFBLM_01228	CDS	288				hypothetical protein
BCPCFBLM_01229	CDS	2010	sctC_1			Type 3 secretion system secretin
BCPCFBLM_01230	CDS	1806				hypothetical protein
BCPCFBLM_01231	CDS	1014	lnpD	5.1.3.2		UDP-glucose 4-epimerase
BCPCFBLM_01232	CDS	1152	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
BCPCFBLM_01233	CDS	987				hypothetical protein
BCPCFBLM_01234	CDS	1251				hypothetical protein
BCPCFBLM_01235	CDS	729				hypothetical protein
BCPCFBLM_01236	CDS	1485				hypothetical protein
BCPCFBLM_01237	CDS	1224				hypothetical protein
BCPCFBLM_01238	CDS	1248	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BCPCFBLM_01239	CDS	1224				hypothetical protein
BCPCFBLM_01240	CDS	591	cysC	2.7.1.25		Adenylyl-sulfate kinase
BCPCFBLM_01241	CDS	255				hypothetical protein
BCPCFBLM_01242	CDS	417				hypothetical protein
BCPCFBLM_01243	CDS	1623	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
BCPCFBLM_01244	CDS	633	degU_1		COG2197	Transcriptional regulatory protein DegU
BCPCFBLM_01245	CDS	342				hypothetical protein
BCPCFBLM_01246	CDS	921	pcpR_3			PCP degradation transcriptional activation protein
BCPCFBLM_01247	CDS	3288	accA_1	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BCPCFBLM_01248	CDS	405				hypothetical protein
BCPCFBLM_01249	CDS	666	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
BCPCFBLM_01250	CDS	633	slmA			Nucleoid occlusion factor SlmA
BCPCFBLM_01251	CDS	228				hypothetical protein
BCPCFBLM_01252	CDS	1941	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
BCPCFBLM_01253	CDS	759				hypothetical protein
BCPCFBLM_01254	CDS	942	rlmL_1	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
BCPCFBLM_01255	CDS	2424				hypothetical protein
BCPCFBLM_01256	CDS	1041	aphA	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 1
BCPCFBLM_01257	CDS	1092	potF_1		COG0687	Putrescine-binding periplasmic protein
BCPCFBLM_01258	CDS	912				hypothetical protein
BCPCFBLM_01259	CDS	1194				hypothetical protein
BCPCFBLM_01260	CDS	873	gltR_1		COG0583	HTH-type transcriptional regulator GltR
BCPCFBLM_01261	CDS	135				hypothetical protein
BCPCFBLM_01262	CDS	729	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
BCPCFBLM_01263	CDS	1383		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
BCPCFBLM_01264	CDS	1602	aruI_2	4.1.1.75	COG0028	putative 2-ketoarginine decarboxylase AruI
BCPCFBLM_01265	CDS	1392	opuE		COG0591	Osmoregulated proline transporter OpuE
BCPCFBLM_01266	CDS	1512				hypothetical protein
BCPCFBLM_01267	CDS	420				hypothetical protein
BCPCFBLM_01268	CDS	960	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
BCPCFBLM_01269	CDS	894	argP_1			HTH-type transcriptional regulator ArgP
BCPCFBLM_01270	CDS	1323	bdlA_1		COG0840	Biofilm dispersion protein BdlA
BCPCFBLM_01271	CDS	612				hypothetical protein
BCPCFBLM_01272	CDS	336				hypothetical protein
BCPCFBLM_01273	CDS	1641	expZ		COG0488	Nucleotide-binding protein ExpZ
BCPCFBLM_01274	CDS	1590				hypothetical protein
BCPCFBLM_01275	CDS	432	yjaB_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
BCPCFBLM_01276	CDS	2709	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
BCPCFBLM_01277	CDS	720	lasR		COG2771	Transcriptional activator protein LasR
BCPCFBLM_01278	CDS	210				hypothetical protein
BCPCFBLM_01279	CDS	606	lasI	2.3.1.184	COG3916	Acyl-homoserine-lactone synthase
BCPCFBLM_01280	CDS	1953				hypothetical protein
BCPCFBLM_01281	CDS	714				hypothetical protein
BCPCFBLM_01282	CDS	1158	mdtA_3			Multidrug resistance protein MdtA
BCPCFBLM_01283	CDS	3111	mdtB_1			Multidrug resistance protein MdtB
BCPCFBLM_01284	CDS	690	czcR_2			Transcriptional activator protein CzcR
BCPCFBLM_01285	CDS	1416	czcS_2	2.7.13.3		Sensor protein CzcS
BCPCFBLM_01286	CDS	408	ybaN		COG2832	Inner membrane protein YbaN
BCPCFBLM_01287	CDS	588				hypothetical protein
BCPCFBLM_01288	CDS	1284				hypothetical protein
BCPCFBLM_01289	CDS	522				hypothetical protein
BCPCFBLM_01290	CDS	972	fliM		COG1868	Flagellar motor switch protein FliM
BCPCFBLM_01291	CDS	474	fliN		COG1886	Flagellar motor switch protein FliN
BCPCFBLM_01292	CDS	453				hypothetical protein
BCPCFBLM_01293	CDS	768	fliP		COG1338	Flagellar biosynthetic protein FliP
BCPCFBLM_01294	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
BCPCFBLM_01295	CDS	777	fliR		COG1684	Flagellar biosynthetic protein FliR
BCPCFBLM_01296	CDS	1137	flhB		COG1377	Flagellar biosynthetic protein FlhB
BCPCFBLM_01297	CDS	1266				hypothetical protein
BCPCFBLM_01298	CDS	1359				hypothetical protein
BCPCFBLM_01299	CDS	2124	flhA		COG1298	Flagellar biosynthesis protein FlhA
BCPCFBLM_01300	CDS	1290	flhF		COG1419	Flagellar biosynthesis protein FlhF
BCPCFBLM_01301	CDS	834	ylxH		COG0455	Flagellum site-determining protein YlxH
BCPCFBLM_01302	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
BCPCFBLM_01303	CDS	375	cheY_1		COG0784	Chemotaxis protein CheY
BCPCFBLM_01304	CDS	789	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
BCPCFBLM_01305	CDS	2262				hypothetical protein
BCPCFBLM_01306	CDS	1107	cheB1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 1
BCPCFBLM_01307	CDS	741	pomA		COG1291	Chemotaxis protein PomA
BCPCFBLM_01308	CDS	891	pal_1			Peptidoglycan-associated lipoprotein
BCPCFBLM_01309	CDS	789	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
BCPCFBLM_01310	CDS	891				hypothetical protein
BCPCFBLM_01311	CDS	480	cheW_1		COG0835	Chemotaxis protein CheW
BCPCFBLM_01312	CDS	408				hypothetical protein
BCPCFBLM_01313	CDS	687				hypothetical protein
BCPCFBLM_01314	CDS	972				hypothetical protein
BCPCFBLM_01315	CDS	417				hypothetical protein
BCPCFBLM_01316	CDS	723				hypothetical protein
BCPCFBLM_01317	CDS	738	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BCPCFBLM_01318	CDS	387				hypothetical protein
BCPCFBLM_01319	CDS	336				hypothetical protein
BCPCFBLM_01320	CDS	1581				hypothetical protein
BCPCFBLM_01321	CDS	702	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
BCPCFBLM_01322	CDS	672	ccmB		COG2386	Heme exporter protein B
BCPCFBLM_01323	CDS	756	ccmC		COG0755	Heme exporter protein C
BCPCFBLM_01324	CDS	177				hypothetical protein
BCPCFBLM_01325	CDS	489	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
BCPCFBLM_01326	CDS	1974	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
BCPCFBLM_01327	CDS	543	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
BCPCFBLM_01328	CDS	468	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
BCPCFBLM_01329	CDS	1224				hypothetical protein
BCPCFBLM_01330	CDS	417				hypothetical protein
BCPCFBLM_01331	CDS	807				hypothetical protein
BCPCFBLM_01332	CDS	1368	yhdG_1		COG0531	putative amino acid permease YhdG
BCPCFBLM_01333	CDS	1101		3.4.11.25		Beta-peptidyl aminopeptidase BapA
BCPCFBLM_01334	CDS	1416	glpK_1	2.7.1.30	COG0554	Glycerol kinase
BCPCFBLM_01335	CDS	1239				hypothetical protein
BCPCFBLM_01336	CDS	1410	lhgD_2	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
BCPCFBLM_01337	CDS	777	csqR		COG1349	HTH-type transcriptional repressor CsqR
BCPCFBLM_01338	CDS	1236				hypothetical protein
BCPCFBLM_01339	CDS	357				hypothetical protein
BCPCFBLM_01340	CDS	999	sbp_1		COG1613	Sulfate-binding protein
BCPCFBLM_01341	CDS	1656				hypothetical protein
BCPCFBLM_01342	CDS	627				hypothetical protein
BCPCFBLM_01343	CDS	852				hypothetical protein
BCPCFBLM_01344	CDS	915			COG4413	Urea transporter
BCPCFBLM_01345	CDS	1434	ttuE	2.7.1.40		Pyruvate kinase
BCPCFBLM_01346	CDS	1266	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
BCPCFBLM_01347	CDS	891	glxR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
BCPCFBLM_01348	CDS	783	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
BCPCFBLM_01349	CDS	1776	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
BCPCFBLM_01350	CDS	432				hypothetical protein
BCPCFBLM_01351	CDS	651	rutR_2		COG1309	HTH-type transcriptional regulator RutR
BCPCFBLM_01352	CDS	996	moaA_1	4.1.99.22		GTP 3',8-cyclase
BCPCFBLM_01353	CDS	330				hypothetical protein
BCPCFBLM_01354	CDS	1368	uacT_1		COG2233	Uric acid transporter UacT
BCPCFBLM_01355	CDS	261				hypothetical protein
BCPCFBLM_01356	CDS	1140				hypothetical protein
BCPCFBLM_01357	CDS	1710				hypothetical protein
BCPCFBLM_01358	CDS	306				hypothetical protein
BCPCFBLM_01359	tRNA	76				tRNA-Gly(gcc)
BCPCFBLM_01360	tRNA	76				tRNA-Gly(gcc)
BCPCFBLM_01361	tRNA	76				tRNA-Glu(ttc)
BCPCFBLM_01362	CDS	774				hypothetical protein
BCPCFBLM_01363	CDS	663	sspA_1		COG0625	Stringent starvation protein A 
BCPCFBLM_01364	CDS	483	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
BCPCFBLM_01365	CDS	891				hypothetical protein
BCPCFBLM_01366	CDS	2361	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
BCPCFBLM_01367	CDS	492				hypothetical protein
BCPCFBLM_01368	CDS	486	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
BCPCFBLM_01369	CDS	399	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
BCPCFBLM_01370	CDS	1212	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
BCPCFBLM_01371	CDS	453				hypothetical protein
BCPCFBLM_01372	CDS	960	htpX_1	3.4.24.-	COG0501	Protease HtpX
BCPCFBLM_01373	CDS	1128				hypothetical protein
BCPCFBLM_01374	CDS	657	tpm	2.1.1.67		Thiopurine S-methyltransferase
BCPCFBLM_01375	CDS	447				hypothetical protein
BCPCFBLM_01376	CDS	933	pcpR_4			PCP degradation transcriptional activation protein
BCPCFBLM_01377	CDS	1593	farB_2			Fatty acid resistance protein FarB
BCPCFBLM_01378	CDS	1065	emrA_3			Colistin resistance protein EmrA
BCPCFBLM_01379	CDS	1440	oprM_4		COG1538	Outer membrane protein OprM
BCPCFBLM_01380	CDS	972	dmlR_2			HTH-type transcriptional regulator DmlR
BCPCFBLM_01381	CDS	771	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
BCPCFBLM_01382	CDS	1671	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
BCPCFBLM_01383	tRNA	91				tRNA-Ala(tgc)
BCPCFBLM_01384	CDS	747	speE_2	2.5.1.16		Polyamine aminopropyltransferase
BCPCFBLM_01385	CDS	1347	aroH_1	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
BCPCFBLM_01386	CDS	1209				hypothetical protein
BCPCFBLM_01387	CDS	234				hypothetical protein
BCPCFBLM_01388	CDS	855	hdfR_4			HTH-type transcriptional regulator HdfR
BCPCFBLM_01389	CDS	750				hypothetical protein
BCPCFBLM_01390	CDS	957	dmlR_3			HTH-type transcriptional regulator DmlR
BCPCFBLM_01391	CDS	456	ohrR			Organic hydroperoxide resistance transcriptional regulator
BCPCFBLM_01392	CDS	429	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
BCPCFBLM_01393	CDS	567	efp		COG0231	Elongation factor P
BCPCFBLM_01394	CDS	1131				hypothetical protein
BCPCFBLM_01395	tRNA	90				tRNA-Ser(gga)
BCPCFBLM_01396	CDS	972	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
BCPCFBLM_01397	CDS	279				hypothetical protein
BCPCFBLM_01398	CDS	606	tesA	3.1.1.1	COG2755	Esterase TesA
BCPCFBLM_01399	CDS	684	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
BCPCFBLM_01400	CDS	2502				hypothetical protein
BCPCFBLM_01401	CDS	507	greB		COG0782	Transcription elongation factor GreB
BCPCFBLM_01402	CDS	318				hypothetical protein
BCPCFBLM_01403	CDS	549	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
BCPCFBLM_01404	CDS	936	lip_2	3.1.1.3	COG1075	Triacylglycerol lipase
BCPCFBLM_01405	CDS	1023	lifO		COG5380	Lipase chaperone
BCPCFBLM_01406	CDS	435	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
